category,number,class,visualFamily,disposition,reason,source,cell
Monster_Drops,48,animal/alchemy resource,feather,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,47
Monster_Drops,49,animal/alchemy resource,feather,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,48
Monster_Drops,50,animal/alchemy resource,feather,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,49
Monster_Drops,51,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,50
Monster_Drops,52,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,51
Monster_Drops,53,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,52
Monster_Drops,54,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,53
Monster_Drops,55,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,54
Monster_Drops,56,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,55
Monster_Drops,57,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,56
Monster_Drops,58,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,57
Monster_Drops,59,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,58
Monster_Drops,60,animal/alchemy resource,tooth / fang,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,59
Monster_Drops,61,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,60
Monster_Drops,62,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,61
Monster_Drops,63,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,62
Monster_Drops,64,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,63
Monster_Drops,65,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,64
Monster_Drops,66,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,65
Monster_Drops,67,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,66
Monster_Drops,68,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,67
Monster_Drops,69,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,68
Monster_Drops,70,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,69
Monster_Drops,71,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,70
Monster_Drops,72,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,71
Monster_Drops,73,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,72
Monster_Drops,74,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,73
Monster_Drops,75,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,74
Monster_Drops,76,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,75
Monster_Drops,77,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,76
Monster_Drops,78,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,77
Monster_Drops,79,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,78
Monster_Drops,80,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,79
Monster_Drops,81,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,80
Monster_Drops,82,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,81
Monster_Drops,83,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,82
Monster_Drops,84,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,83
Monster_Drops,85,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,84
Monster_Drops,86,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,85
Monster_Drops,87,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,86
Monster_Drops,88,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,87
Monster_Drops,89,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,88
Monster_Drops,90,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,89
Monster_Drops,91,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,90
Monster_Drops,92,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,91
Monster_Drops,93,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,92
Monster_Drops,94,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,93
Monster_Drops,95,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,94
Monster_Drops,96,animal/alchemy resource,organ / hide / bone / claw / scale / essence,selected,item:bone,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,95
Monster_Drops,97,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,96
Monster_Drops,98,animal/alchemy resource,organ / hide / bone / claw / scale / essence,alternate,item:bone,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,97
Monster_Drops,99,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,98
Monster_Drops,100,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,99
Monster_Drops,101,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,100
Monster_Drops,102,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,101
Monster_Drops,103,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,102
Monster_Drops,104,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,103
Monster_Drops,105,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,104
Monster_Drops,106,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,105
Monster_Drops,107,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,106
Monster_Drops,108,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,107
Monster_Drops,109,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,108
Monster_Drops,110,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,109
Monster_Drops,111,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,110
Monster_Drops,112,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,111
Monster_Drops,113,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,112
Monster_Drops,114,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,113
Monster_Drops,115,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,114
Monster_Drops,116,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,115
Monster_Drops,117,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,116
Monster_Drops,118,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,117
Monster_Drops,119,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,118
Monster_Drops,120,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,119
Monster_Drops,121,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,120
Monster_Drops,122,animal/alchemy resource,organ / hide / bone / claw / scale / essence,alternate,item:pond_slime,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,121
Monster_Drops,123,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,122
Monster_Drops,124,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,123
Monster_Drops,125,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,124
Monster_Drops,126,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,125
Monster_Drops,127,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,126
Monster_Drops,128,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,127
Monster_Drops,129,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,128
Monster_Drops,130,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,129
Monster_Drops,131,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,130
Monster_Drops,132,animal/alchemy resource,organ / hide / bone / claw / scale / essence,selected,item:pond_slime,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,131
Monster_Drops,133,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,132
Monster_Drops,134,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,133
Monster_Drops,135,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,134
Monster_Drops,136,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,135
Monster_Drops,137,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,136
Monster_Drops,138,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,137
Monster_Drops,139,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,138
Monster_Drops,140,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,139
Monster_Drops,141,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,140
Monster_Drops,142,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,141
Monster_Drops,143,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,142
Monster_Drops,144,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,143
Monster_Drops,145,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,144
Monster_Drops,146,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,145
Monster_Drops,147,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,146
Monster_Drops,148,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,147
Monster_Drops,149,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,148
Monster_Drops,150,animal/alchemy resource,organ / hide / bone / claw / scale / essence,reference,Natural feathers/bone/chitin selected; supernatural organ variants do not imply new animal species,references/art/kenmi/cute-fantasy/icons/Cute_Fantasy_Icons_Monster_Drops/16x16/Monster_Drops_all_16x16.png,149
